AF-A0A0G2JLM5-F1-model_v4,AF-A0A0G2JLM5-F1-model_v4,A,1,1,1,27-316:1_1
AF-A0A0G2JLQ3-F1-model_v4,AF-A0A0G2JLQ3-F1-model_v4,A,1,1,1,26-223:1_1
AF-A0A0G2JMH6-F1-model_v4,AF-A0A0G2JMH6-F1-model_v4,A,1,1,1,26-208:1_1
AF-A0A0G2JNF4-F1-model_v4,AF-A0A0G2JNF4-F1-model_v4,A,1,1,1,25-223:1_1
AF-A0A0G2JNG1-F1-model_v4,AF-A0A0G2JNG1-F1-model_v4,A,1,1,1,26-223:1_1
AF-A0A0G2JPC4-F1-model_v4,AF-A0A0G2JPC4-F1-model_v4,A,1,1,1,27-218:1_1
AF-A0A0G2JQ47-F1-model_v4,AF-A0A0G2JQ47-F1-model_v4,A,1,1,1,18-218:1_1
AF-A0A0J9YX57-F1-model_v4,AF-A0A0J9YX57-F1-model_v4,A,1,1,1,192-270_281-407:1_1
AF-A0A191URJ7-F1-model_v4,AF-A0A191URJ7-F1-model_v4,A,1,1,1,25-223:1_1
AF-A0A1W2PPF3-F1-model_v4,AF-A0A1W2PPF3-F1-model_v4,A,1,1,1,19-76_108-159_324-336:1_1
AF-A0A1W2PQM1-F1-model_v4,AF-A0A1W2PQM1-F1-model_v4,A,1,1,1,25-153_170-216:1_1
AF-A0A5K1VDZ0-F1-model_v4,AF-A0A5K1VDZ0-F1-model_v4,A,1,1,1,25-243:1_1
AF-A0AVK6-F1-model_v4,AF-A0AVK6-F1-model_v4,A,1,1,1,112-215_264-348:1_1
AF-A2RUH7-F1-model_v4,AF-A2RUH7-F1-model_v4,A,1,1,1,42-243_255-354:1_1
AF-A2VCK2-F1-model_v4,AF-A2VCK2-F1-model_v4,A,1,1,1,7-91_127-215:1_1
AF-A2VDJ0-F1-model_v4,AF-A2VDJ0-F1-model_v4,A,1,1,1,90-191_203-218_228-238_255-267_275-292_300-353_405-489_520-551_583-659_674-754_762-892:1_1
AF-A4D0V7-F1-model_v4,AF-A4D0V7-F1-model_v4,A,1,1,1,77-131_149-217_269-343_354-386_394-429_445-486_497-516_563-960_999-1026:1_1
AF-A4D1B5-F1-model_v4,AF-A4D1B5-F1-model_v4,A,1,1,1,1-28_43-111_124-268_280-789_808-823_835-854:1_1
AF-A4D1U4-F1-model_v4,AF-A4D1U4-F1-model_v4,A,1,1,1,73-199_233-455:1_1
AF-A4QPH2-F1-model_v4,AF-A4QPH2-F1-model_v4,A,1,1,1,1-164_192-280_308-318_343-592:1_1
AF-A5D8W1-F1-model_v4,AF-A5D8W1-F1-model_v4,A,1,1,1,45-860:1_1
